Email No.,the,to,for,a,you,hou,is,this,i,your,we,are,com,please,price,attached,th,forward,u,click,unsubscribe,pro,therefore,cc,prize,hi,deadline,ur,Spam
Email 1041,2,2,0,20,1,1,1,0,22,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0
Email 1042,2,8,4,23,0,0,3,0,22,0,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0
Email 1043,17,12,10,128,2,19,6,3,87,0,11,2,1,1,0,0,32,2,61,0,0,12,0,2,0,5,0,4,0
Email 1044,2,0,2,12,2,0,1,0,14,2,2,0,0,0,0,0,2,0,12,2,0,1,0,1,0,0,0,3,1
Email 1045,0,1,1,11,0,0,0,0,7,0,0,0,1,0,0,1,2,1,2,0,0,0,0,1,0,2,0,0,0
Email 1046,1,2,4,12,2,0,1,0,9,2,1,0,0,1,0,0,1,0,6,1,0,1,0,0,0,0,0,3,1
Email 1047,44,24,28,212,11,4,19,3,230,5,8,8,11,1,0,1,58,0,87,2,0,13,0,3,0,7,0,14,0
Email 1048,1,2,0,77,2,0,2,0,81,1,5,0,0,0,0,0,6,0,60,0,0,1,0,2,0,4,0,4,1
Email 1049,3,4,0,20,2,0,1,0,15,0,0,1,0,0,0,1,4,0,6,0,0,0,0,0,0,2,0,1,0
Email 1050,1,1,0,13,0,0,0,0,8,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0
Email 1051,2,2,1,30,2,0,5,1,22,0,0,1,1,1,0,0,7,1,12,0,0,1,0,0,0,3,0,0,0
Email 1052,8,6,3,42,0,1,3,0,36,0,2,2,6,0,0,0,10,1,28,0,0,1,0,1,0,1,0,1,0
Email 1053,40,21,18,325,3,0,29,9,347,0,9,9,10,0,2,0,70,4,97,0,0,16,0,5,0,24,0,23,1
Email 1054,12,12,2,70,2,0,9,3,65,0,1,1,1,0,0,0,29,0,16,0,0,1,0,1,0,9,0,0,0
Email 1055,3,3,2,43,1,8,2,1,23,1,0,2,0,0,0,0,8,2,28,0,0,1,0,2,0,1,0,1,0
Email 1056,7,5,1,9,0,0,4,1,12,0,2,0,1,0,0,0,11,0,5,0,0,0,0,0,0,2,0,0,0
Email 1057,0,2,3,19,1,0,3,1,22,0,1,0,0,1,0,0,3,0,7,0,0,0,0,0,0,1,0,2,1
Email 1058,11,9,17,117,4,7,8,6,49,0,2,3,0,3,0,0,22,2,37,0,0,2,0,4,0,6,0,0,0
Email 1059,0,0,0,10,0,0,0,0,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Email 1060,8,6,4,14,0,0,1,1,15,0,5,1,1,0,0,0,12,0,6,0,0,2,0,0,0,2,0,0,0
Email 1061,19,17,5,148,3,3,18,4,145,0,2,3,10,0,0,0,45,1,48,0,0,2,0,2,0,15,0,2,0
Email 1062,27,34,19,234,13,18,26,7,182,4,20,9,4,2,1,3,49,2,82,0,0,8,0,2,0,15,0,16,0
Email 1063,3,6,3,37,2,1,5,3,34,1,5,0,1,3,0,0,11,0,16,0,0,0,1,0,0,3,0,5,0
Email 1064,5,5,6,49,2,5,6,3,31,0,3,0,0,1,0,0,9,1,20,0,0,0,0,2,0,4,0,0,0
Email 1065,28,19,24,222,7,20,21,10,121,1,5,8,0,6,5,0,54,3,81,0,0,2,0,9,0,10,0,1,0
Email 1066,0,4,0,20,1,0,3,0,32,0,1,2,1,0,0,0,0,0,12,0,0,3,0,1,0,3,0,1,1
Email 1067,9,6,3,44,0,0,0,0,44,0,2,1,0,0,9,0,12,0,18,0,0,0,0,0,0,0,0,0,0
Email 1068,1,3,1,26,3,3,2,2,10,1,0,2,0,0,0,0,3,1,11,0,0,0,0,1,0,3,0,1,0
Email 1069,8,7,8,78,1,10,9,5,55,0,4,1,0,0,0,0,15,1,31,0,0,1,1,3,0,7,0,0,0
Email 1070,6,3,0,31,1,0,2,0,18,1,3,1,0,2,0,0,10,0,5,0,0,0,0,0,0,0,0,1,0
Email 1071,3,2,2,24,2,0,3,0,23,0,2,0,0,1,0,0,6,0,12,0,0,0,0,0,0,2,0,1,0
Email 1072,3,4,1,4,0,0,1,0,6,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0
Email 1073,4,9,4,42,9,1,2,2,29,3,2,1,3,0,0,0,6,0,25,0,0,7,0,1,0,2,0,6,0
Email 1074,0,1,0,11,0,0,0,0,2,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
Email 1075,4,6,5,38,1,2,5,1,32,0,1,0,0,0,0,0,6,1,15,0,0,0,0,1,0,1,0,1,0
Email 1076,14,25,12,280,6,1,14,2,272,2,4,5,1,0,9,0,29,0,83,0,1,10,0,7,0,12,0,11,1
Email 1077,4,6,2,38,2,4,4,1,27,0,1,2,0,2,0,2,12,1,13,0,0,1,0,1,0,2,0,0,0
Email 1078,1,2,0,7,1,0,1,0,15,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,2,1
Email 1079,4,4,1,14,2,0,2,0,12,0,0,0,0,1,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0
Email 1080,2,7,3,50,2,5,4,2,48,0,1,3,0,1,0,0,7,1,18,0,0,0,0,2,0,2,0,3,0
Email 1081,9,9,6,53,1,2,6,1,34,0,0,2,0,0,0,0,17,1,19,0,0,1,1,1,0,3,0,4,0
Email 1082,4,5,2,53,2,1,6,1,44,0,1,0,1,0,0,0,13,0,17,0,0,1,0,0,0,2,0,1,1
Email 1083,20,17,8,141,9,14,14,5,117,1,8,4,2,3,0,2,31,2,74,0,0,2,0,1,0,7,3,7,0
Email 1084,19,15,14,134,0,1,11,1,132,0,11,0,15,1,0,0,26,0,31,0,0,4,0,0,0,6,0,0,0
Email 1085,11,14,11,141,7,2,14,6,141,4,1,1,18,3,2,0,22,0,49,1,1,3,0,0,0,7,0,8,1
Email 1086,25,14,13,119,15,15,13,2,115,7,8,3,4,5,0,0,41,2,60,0,0,6,0,4,0,4,0,11,0
Email 1087,4,5,1,23,3,0,5,1,18,1,0,1,0,2,0,0,7,0,13,0,0,0,0,0,0,1,0,1,0
Email 1088,0,0,1,7,0,0,1,0,5,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0
Email 1089,5,8,3,37,0,4,6,3,39,0,8,3,0,1,0,0,11,2,15,0,0,0,0,2,0,4,0,2,0
Email 1090,8,4,2,47,2,1,3,2,17,0,1,4,0,2,0,1,16,0,13,0,0,1,0,0,0,2,0,1,0
Email 1091,7,6,3,70,1,10,8,2,39,1,0,4,0,4,0,0,13,2,23,0,0,0,0,1,0,2,0,6,0
Email 1092,0,0,1,11,0,0,1,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
Email 1093,8,16,8,243,5,0,6,0,177,3,8,8,8,2,1,0,13,0,50,0,0,4,0,1,0,3,0,14,1
Email 1094,0,1,1,19,1,1,1,0,19,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,0,1,0,0,0
Email 1095,0,0,0,38,1,0,1,0,40,1,2,0,0,0,0,0,5,0,33,0,0,0,0,1,0,1,0,1,1
Email 1096,1,1,1,21,1,0,1,0,20,0,0,1,0,0,0,0,3,0,10,0,0,2,0,0,0,1,0,2,1
Email 1097,9,7,4,40,4,1,3,1,34,1,0,0,0,3,0,1,14,0,22,0,0,0,0,0,0,1,0,3,0
Email 1098,3,5,3,24,1,2,5,0,18,0,1,0,3,0,0,1,4,1,13,0,0,0,0,1,0,1,0,0,0
Email 1099,2,2,1,42,4,0,1,0,38,2,2,1,1,0,0,0,2,0,16,0,0,2,0,0,0,2,0,3,1
Email 1100,3,3,1,14,1,0,4,1,11,0,3,1,0,0,0,0,5,0,8,0,0,0,0,0,0,1,0,1,0
Email 1101,13,9,8,92,3,8,12,4,51,0,2,8,0,3,0,2,27,3,31,0,0,1,0,3,0,5,0,2,0
Email 1102,8,3,1,34,0,1,2,1,31,0,0,0,1,1,0,0,16,0,13,0,0,0,0,0,0,2,0,2,0
Email 1103,3,1,2,22,1,0,6,3,20,0,1,0,0,0,0,1,8,0,7,0,0,2,0,0,0,3,0,1,0
Email 1104,2,2,0,6,1,0,0,0,6,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,1
Email 1105,6,6,5,43,2,3,12,7,38,0,3,1,0,0,0,0,16,1,21,0,0,0,0,1,0,7,0,1,0
Email 1106,6,5,4,41,3,1,10,1,32,2,1,0,0,1,0,1,12,0,17,0,0,1,0,0,0,2,0,5,0
Email 1107,2,3,0,15,5,0,1,0,15,1,1,1,0,0,0,0,4,0,9,0,0,0,0,0,0,1,0,1,1
Email 1108,4,2,0,21,0,0,2,0,15,0,3,1,0,0,0,0,6,0,12,0,0,1,0,0,0,0,0,2,0
Email 1109,3,0,1,13,1,0,0,0,4,0,2,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,0
Email 1110,5,1,1,30,0,0,1,1,17,0,0,2,1,0,0,0,7,0,6,0,0,0,0,0,0,1,0,0,0
Email 1111,5,8,3,35,1,1,7,2,22,0,4,0,0,2,0,1,12,1,12,0,0,3,0,2,0,2,0,1,0
Email 1112,0,3,2,18,0,0,2,1,13,0,2,0,1,1,0,0,2,0,10,0,0,0,0,1,0,1,0,0,1
Email 1113,9,4,4,48,1,0,3,0,44,0,1,2,1,1,0,1,12,1,11,0,0,4,0,1,0,1,0,0,0
Email 1114,10,5,2,35,1,0,2,0,15,0,0,3,0,0,1,0,12,0,12,0,0,0,0,0,0,0,0,1,0
Email 1115,1,2,1,33,2,0,1,0,36,1,1,0,1,0,0,0,2,0,13,0,0,1,0,0,0,2,0,3,1
Email 1116,30,25,7,262,7,8,27,4,219,1,7,7,17,1,0,0,68,1,86,0,0,2,0,4,0,19,0,4,0
Email 1117,2,4,1,14,0,0,6,0,14,0,1,0,0,1,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0
Email 1118,30,14,6,145,1,13,11,6,116,0,9,3,1,1,0,1,54,2,69,0,0,20,0,2,0,10,0,7,0
Email 1119,2,3,2,41,2,0,1,0,23,1,1,1,0,0,0,0,6,0,14,0,0,2,0,0,0,0,0,1,1
Email 1120,32,28,8,292,8,13,29,6,236,1,7,9,17,1,0,0,75,1,102,0,0,2,0,6,0,22,0,4,0
Email 1121,41,25,9,185,2,19,15,4,155,0,10,5,1,3,0,0,65,2,91,0,0,20,1,2,0,7,0,6,0
Email 1122,5,7,6,42,0,0,5,1,30,0,1,0,4,0,0,0,10,1,22,0,0,0,0,1,0,1,0,1,0
Email 1123,5,44,2,517,0,1,41,0,412,0,4,8,11,0,1,0,25,0,227,0,0,5,0,7,0,20,0,33,1
Email 1124,3,6,4,20,0,0,2,1,14,0,0,0,1,0,0,0,6,0,11,0,0,0,0,0,0,1,0,0,0
Email 1125,3,1,0,12,1,0,1,0,8,0,0,1,0,0,0,0,6,0,4,0,0,1,0,0,0,0,0,0,0
Email 1126,2,1,2,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
Email 1127,8,1,1,53,1,4,1,0,29,0,1,1,2,2,0,1,11,1,18,0,0,2,0,1,0,1,0,0,0
Email 1128,6,3,1,33,1,2,5,2,31,0,2,0,1,1,0,0,13,0,18,0,0,0,0,0,0,3,0,0,0
Email 1129,3,4,0,36,1,0,4,0,20,0,1,0,0,0,0,0,4,0,8,0,0,0,0,1,0,0,0,1,0
Email 1130,1,2,0,22,3,0,2,1,17,3,0,1,0,0,0,0,2,0,10,1,0,0,0,1,0,1,0,6,1
Email 1131,0,1,0,8,2,0,0,0,3,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0
Email 1132,11,7,1,52,4,0,4,1,39,2,1,0,0,2,0,0,20,0,30,0,0,0,0,0,0,3,0,4,0
Email 1133,0,4,0,13,0,0,2,1,12,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,1,0,0,0
Email 1134,1,6,1,20,0,0,0,0,15,0,0,2,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,2,0
Email 1135,3,4,10,41,3,0,2,0,36,2,1,1,1,0,0,0,11,0,20,0,0,0,0,0,0,4,0,5,0
Email 1136,0,0,0,10,1,0,3,0,12,0,0,1,0,0,0,0,2,0,10,0,0,1,0,0,0,1,0,1,0
Email 1137,0,1,1,8,0,0,0,0,6,0,0,0,2,0,0,1,0,1,6,0,0,0,0,1,0,2,0,0,0
Email 1138,0,0,1,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
Email 1139,18,12,3,95,5,4,10,3,78,2,2,2,0,3,0,1,37,1,47,0,0,0,0,1,0,6,0,4,0
Email 1140,1,4,2,24,3,0,3,2,8,0,3,2,0,0,0,0,5,0,11,0,0,1,0,0,0,2,0,0,0
Email 1141,0,1,0,2,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
Email 1142,1,1,0,8,1,0,2,1,12,0,1,0,0,1,0,0,2,0,7,1,1,2,0,0,0,1,0,1,1
Email 1143,7,10,2,35,1,0,2,0,20,0,1,1,0,1,0,0,13,1,8,0,0,0,0,1,0,2,0,0,0
Email 1144,1,3,3,13,0,0,1,0,7,0,0,0,0,1,0,1,1,2,12,0,0,0,0,2,0,2,0,0,0
Email 1145,1,1,1,27,0,0,3,0,21,0,0,0,1,1,0,1,1,1,5,0,0,0,0,1,0,1,0,0,0
Email 1146,2,3,2,18,1,0,5,1,15,0,2,0,0,0,0,1,3,1,10,0,0,0,0,1,0,2,0,0,0
Email 1147,4,0,5,20,0,0,0,0,9,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,3,0
Email 1148,0,1,1,16,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Email 1149,1,1,4,10,1,0,0,0,7,1,1,0,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,1,1
Email 1150,22,18,17,203,15,23,28,12,139,1,6,5,0,2,0,0,52,6,98,0,0,11,0,9,0,14,0,2,0
Email 1151,1,6,1,29,0,0,0,0,12,0,0,0,4,1,0,0,4,1,8,0,0,1,0,1,0,0,0,1,0
Email 1152,23,21,18,232,17,26,29,12,154,1,7,8,0,2,0,0,55,7,107,0,0,12,0,10,0,14,0,2,0
Email 1153,0,9,2,43,0,0,5,2,40,0,1,0,3,0,0,0,4,1,19,0,0,0,0,1,0,2,0,1,0
Email 1154,2,2,1,17,2,1,2,1,20,0,0,0,1,0,0,0,4,0,9,0,0,0,0,0,0,1,0,0,1
Email 1155,3,2,1,14,0,0,3,0,10,0,0,0,0,0,0,1,4,1,4,0,0,0,0,1,0,2,0,0,0
Email 1156,0,2,0,14,3,0,2,0,10,3,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,3,1
Email 1157,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
Email 1158,2,3,1,31,0,0,6,0,29,0,0,0,0,1,0,1,3,1,7,0,0,0,0,1,0,1,0,0,0
Email 1159,29,14,9,133,13,0,14,8,133,8,2,1,2,11,0,3,53,0,55,0,0,2,0,1,0,10,0,22,0
Email 1160,26,14,5,107,4,2,12,7,96,1,2,1,1,6,0,1,42,0,37,0,0,2,1,0,0,8,0,15,0
Email 1161,25,24,21,264,22,30,30,13,173,1,7,9,0,3,0,0,63,8,125,0,0,15,0,12,0,17,0,2,0
Email 1162,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Email 1163,7,5,6,22,1,1,0,0,11,0,2,1,0,0,0,0,7,0,9,0,0,1,0,0,0,0,0,1,0
Email 1164,1,0,0,2,2,0,2,0,7,1,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0
Email 1165,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
Email 1166,3,3,2,50,4,1,8,3,45,2,4,2,1,0,1,0,8,0,17,0,0,4,0,0,0,3,0,2,1
Email 1167,1,5,1,17,0,0,4,2,14,0,0,3,0,1,0,1,5,0,4,0,0,1,0,1,0,2,0,0,0
Email 1168,4,7,5,99,2,5,5,3,75,0,5,5,2,1,0,0,14,1,19,0,0,1,0,1,0,4,0,1,0
Email 1169,2,2,1,27,1,0,4,3,22,0,2,0,1,2,0,0,9,0,12,0,0,1,0,1,0,3,0,3,0
Email 1170,2,1,1,11,1,0,6,0,15,0,1,2,0,1,0,0,3,0,7,0,0,0,0,0,1,0,0,1,0
Email 1171,5,6,5,33,1,2,4,1,34,0,1,0,0,0,0,0,7,1,18,0,0,0,0,1,0,1,0,1,0
Email 1172,1,1,1,27,1,0,2,0,16,0,0,0,1,2,0,1,2,1,6,0,0,0,0,1,0,1,0,0,0
Email 1173,1,0,2,8,1,0,1,1,4,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0
Email 1174,15,5,7,66,0,4,8,3,46,0,2,3,0,0,2,0,21,2,19,0,0,6,0,2,0,3,0,2,0
Email 1175,0,0,0,12,0,0,3,0,16,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 1176,5,3,3,22,1,0,2,0,18,0,2,0,0,1,0,0,7,0,11,0,0,1,0,0,0,0,0,0,0
Email 1177,0,1,1,14,1,0,0,0,13,0,1,2,0,0,0,0,0,0,5,0,0,2,0,0,0,2,0,0,1
Email 1178,4,1,0,15,1,0,5,0,23,0,0,1,0,1,0,0,7,0,8,0,0,1,0,0,0,1,0,0,0
Email 1179,0,1,0,8,0,0,0,0,3,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Email 1180,2,1,0,14,3,0,1,0,12,1,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1,1
Email 1181,1,2,1,25,1,0,1,0,16,0,0,0,0,1,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0
Email 1182,7,4,1,33,2,0,2,0,27,0,3,2,0,0,0,0,10,0,13,0,0,2,0,0,0,1,0,2,1
Email 1183,0,1,1,5,1,0,0,0,1,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
Email 1184,13,13,5,141,6,6,12,3,118,3,2,1,3,1,0,0,31,2,55,0,0,2,0,6,0,8,0,5,0
Email 1185,78,58,35,499,3,3,54,12,481,0,15,15,16,1,1,0,124,4,165,1,0,12,0,2,0,51,0,18,1
Email 1186,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 1187,35,27,4,301,0,85,22,0,197,0,5,3,0,1,1,0,56,1,125,0,0,2,0,3,0,9,0,2,0
Email 1188,2,2,5,19,0,0,2,0,11,0,1,0,0,1,0,1,3,1,6,0,0,0,0,1,0,1,0,4,0
Email 1189,3,4,3,28,0,0,6,1,29,0,0,0,0,1,1,1,4,2,6,0,0,0,0,2,0,3,0,0,0
Email 1190,24,24,11,222,17,6,25,5,192,11,3,1,7,0,0,0,42,1,92,0,0,5,0,6,0,10,0,23,1
Email 1191,6,3,2,26,1,0,3,0,19,0,1,0,0,1,0,1,7,1,9,0,0,0,0,1,0,1,0,0,0
Email 1192,2,0,1,13,1,0,0,0,9,0,0,1,0,2,0,0,3,0,8,0,1,0,0,0,0,0,0,1,1
Email 1193,2,0,0,11,0,0,4,1,4,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0
Email 1194,0,16,10,76,0,0,7,3,63,0,2,0,6,0,0,0,6,6,34,0,0,0,0,2,0,3,0,2,0
Email 1195,7,3,1,58,12,0,6,0,58,3,2,6,0,0,12,0,10,0,37,0,0,3,0,0,0,2,0,14,1
Email 1196,1,8,2,89,0,0,9,0,72,0,2,3,2,0,1,0,3,0,29,0,0,0,0,0,0,2,0,2,1
Email 1197,1,2,2,29,0,0,1,0,15,0,2,2,2,1,0,0,2,1,11,0,0,0,0,1,0,1,0,0,0
Email 1198,1,0,1,18,0,0,1,0,5,0,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
Email 1199,4,7,2,114,6,0,4,1,120,1,3,2,2,3,0,0,10,0,98,0,0,3,0,5,0,6,0,4,1
Email 1200,1,2,0,23,0,0,2,1,14,0,0,0,0,2,0,0,3,0,5,0,0,0,0,0,0,2,0,1,1
Email 1201,0,2,2,30,0,0,4,0,21,0,1,1,5,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0
Email 1202,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 1203,0,2,2,25,0,0,4,0,20,0,0,2,5,0,0,0,0,0,13,0,0,0,0,1,0,1,0,0,0
Email 1204,3,0,0,14,2,1,4,1,23,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,2,0,2,1
Email 1205,3,2,1,97,1,0,7,0,88,0,1,2,1,0,0,0,7,0,40,0,0,2,0,0,0,3,0,5,1
Email 1206,3,3,1,13,1,0,0,0,8,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,1,0
Email 1207,11,6,0,45,1,2,12,1,59,0,3,5,1,1,0,0,20,0,22,0,0,1,0,3,0,3,0,5,0
Email 1208,1,2,0,66,0,0,5,0,55,0,0,1,0,0,0,0,3,0,34,0,0,0,0,2,0,3,0,7,1
Email 1209,1,2,1,25,2,1,1,1,17,0,0,1,0,1,0,0,5,1,12,0,0,1,0,1,0,2,0,0,0
Email 1210,0,1,1,12,0,0,0,0,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0
Email 1211,2,8,3,54,0,4,7,6,36,0,1,0,0,2,0,0,16,0,28,0,0,0,1,1,0,6,0,6,0
Email 1212,3,2,0,15,0,0,3,0,19,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,1,0,1,1
Email 1213,7,3,3,26,3,2,2,0,6,0,2,0,0,2,1,0,10,1,9,0,0,0,0,1,0,0,0,0,0
Email 1214,3,1,1,18,1,0,4,0,10,0,0,1,0,1,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0
Email 1215,8,5,3,35,0,0,2,0,13,0,1,2,0,0,2,0,9,0,23,0,0,0,0,0,0,0,0,1,0
Email 1216,0,3,0,10,3,0,2,0,10,3,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,2,0,4,1
Email 1217,2,3,0,9,3,0,2,1,9,1,1,0,0,0,0,0,4,0,8,0,0,0,0,0,0,1,0,2,0
Email 1218,1,2,0,23,0,0,2,1,14,0,0,0,0,2,0,0,3,0,5,0,0,0,0,0,0,2,0,1,1
Email 1219,2,3,1,33,1,0,1,0,30,0,0,0,2,1,0,0,5,0,15,0,0,0,0,0,0,2,0,0,1
Email 1220,0,0,1,5,0,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 1221,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Email 1222,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 1223,12,7,3,56,0,9,5,1,46,0,2,0,2,0,1,1,18,0,29,0,0,2,0,1,0,1,0,5,0
Email 1224,3,4,3,32,8,0,2,0,26,1,3,2,1,1,0,0,7,0,18,0,0,1,0,2,0,2,0,1,1
Email 1225,10,6,0,58,0,1,2,1,33,0,2,3,0,0,0,0,13,0,4,0,0,0,0,0,0,5,0,2,0
Email 1226,4,4,7,65,0,1,8,1,45,0,5,2,0,0,0,0,11,0,24,0,0,1,0,0,0,1,0,3,0
Email 1227,3,4,0,16,0,0,1,0,13,0,0,0,1,0,0,0,3,0,9,0,0,1,0,0,0,0,0,2,0
Email 1228,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1
Email 1229,7,6,4,35,8,2,2,1,35,4,2,1,0,1,0,0,16,0,23,0,0,3,1,0,0,1,0,5,0
Email 1230,0,0,0,22,0,0,7,2,20,0,3,1,0,0,0,0,2,0,10,0,0,0,0,1,0,4,0,1,1
Email 1231,0,0,1,13,2,0,2,0,16,1,0,0,1,0,1,0,0,0,5,0,0,1,0,0,0,2,0,3,1
Email 1232,9,5,8,49,7,5,4,1,15,1,2,1,2,3,1,0,14,2,20,0,0,0,0,3,0,1,0,1,0
Email 1233,11,16,9,92,1,2,6,1,64,0,2,0,0,2,0,1,23,4,33,0,0,0,0,4,0,8,0,1,0
Email 1234,12,12,7,97,7,13,4,1,72,1,3,1,0,0,0,2,24,3,57,0,0,0,0,4,0,4,0,4,0
Email 1235,5,5,7,68,0,1,9,1,50,0,5,2,0,0,0,0,12,0,25,0,0,1,0,0,0,1,0,3,0
Email 1236,1,14,2,238,0,0,15,0,204,0,3,2,4,0,0,0,8,0,93,0,0,3,0,1,0,7,0,17,1
Email 1237,40,28,31,275,13,21,28,11,153,3,5,7,0,8,3,0,69,4,103,0,0,2,0,10,0,14,0,3,0
Email 1238,2,2,1,16,0,0,2,0,9,0,0,1,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,1,0
Email 1239,2,2,1,16,0,0,2,0,9,0,0,1,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0
Email 1240,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 1241,1,6,6,53,9,4,9,0,37,3,1,1,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,9,1
Email 1242,0,0,1,7,0,0,0,0,4,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0
Email 1243,37,28,12,224,2,2,26,6,248,1,2,5,13,1,2,0,66,0,80,0,0,5,0,3,0,12,0,18,1
Email 1244,36,30,3,120,13,1,9,1,109,0,6,5,0,2,0,0,40,0,65,0,0,5,0,1,0,3,0,1,0
Email 1245,2,2,3,15,0,0,4,1,17,0,0,0,0,1,0,1,3,1,4,0,0,0,0,1,0,2,0,1,0
Email 1246,6,3,3,23,0,2,1,1,23,0,0,0,0,0,0,0,14,1,16,0,0,1,0,1,0,2,0,1,0
Email 1247,1,2,3,24,3,0,0,0,28,1,1,0,3,0,0,0,4,0,12,0,0,1,0,0,0,2,0,3,1
Email 1248,27,24,5,149,3,33,22,2,154,1,2,2,6,1,2,0,49,1,91,0,0,13,0,6,0,3,2,5,0
Email 1249,32,18,11,168,13,25,18,8,163,8,2,4,2,12,0,3,58,1,89,0,0,4,0,2,0,10,0,23,0
Email 1250,2,5,4,32,3,2,5,5,30,0,0,2,1,0,0,0,8,2,15,0,0,0,0,1,0,9,0,2,0
Email 1251,2,3,2,18,3,0,4,0,29,3,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,2,0,3,0
Email 1252,3,7,0,17,6,0,2,2,18,2,0,2,0,0,0,0,5,0,18,0,0,3,0,0,0,2,0,3,0
Email 1253,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Email 1254,7,7,4,44,0,3,1,0,40,0,0,0,1,1,1,0,10,0,16,0,0,0,0,1,0,0,0,2,0
Email 1255,1,3,1,16,1,0,2,0,18,0,0,2,0,1,0,1,3,1,8,0,0,0,0,1,0,1,0,2,0
Email 1256,1,3,1,12,0,0,2,0,11,0,1,0,0,1,0,1,2,1,2,0,0,0,0,1,0,1,0,0,0
Email 1257,2,2,7,25,1,0,5,1,21,1,0,0,0,1,0,2,4,1,7,0,0,0,0,1,0,2,0,5,0
